ts;kafka_ts;signal_timestamp;signal_oem_timestamp;final_ts
2025-02-21T11:08:35.936Z;21.02.2025 14:08;21.02.2025 14:08;2025-02-21 14:08:36.000;
2025-02-17T13:19:38.244Z;17.02.2025 16:19;2025-02-17 16:19:37.000;2025-02-17 16:19:37.000;
2025-02-18T14:45:09.434Z;18.02.2025 17:45;2025-02-18 17:45:08.000;2025-02-18 17:45:08.000;
2025-02-21T09:42:43.980Z;21.02.2025 12:42;2025-02-21 12:42:42.000;2025-02-21 12:42:42.000;
2025-02-14T13:54:58.288Z;14.02.2025 16:54;2025-02-14 16:54:54.000;2025-02-14 16:54:54.000;
2025-02-01T11:36:06.574Z;1.02.2025 14:36;2025-02-01 14:36:06.000;2025-02-01 14:36:06.000;
2025-02-25T10:11:42.385Z;25.02.2025 13:11;2025-02-25 13:11:41.000;2025-02-25 13:11:41.000;
2025-02-07T06:45:16.661Z;7.02.2025 09:45;2025-02-07 09:45:15.000;2025-02-07 09:45:15.000;
2025-02-16T11:13:49.273Z;16.02.2025 14:13;2025-02-16 14:13:48.000;2025-02-16 14:13:48.000;
2025-02-23T14:16:56.799Z;23.02.2025 17:16;2025-02-23 17:16:56.000;2025-02-23 17:16:56.000;
2025-02-09T13:05:00.984Z;9.02.2025 16:05;2025-02-09 16:05:00.000;2025-02-09 16:05:00.000;
2025-02-22T16:55:07.321Z;22.02.2025 19:55;2025-02-22 19:55:06.000;2025-02-22 19:55:06.000;
2025-02-02T16:19:08.431Z;2.02.2025 19:19;2025-02-02 19:19:06.000;2025-02-02 19:19:06.000;
2025-02-14T06:52:10.538Z;14.02.2025 09:52;2025-02-14 09:52:09.000;2025-02-14 09:52:09.000;
2025-02-07T08:32:52.655Z;2025-02-07 11:32:53.093;2025-02-07 11:32:52.000;2025-02-07 11:32:52.000;
2025-02-22T23:01:24.671Z;23.02.2025 02:01;2025-02-23 02:01:23.000;2025-02-23 02:01:23.000;
2025-02-08T18:10:13.592Z;8.02.2025 21:10;2025-02-08 21:10:09.000;2025-02-08 21:10:09.000;
2025-02-03T09:08:08.469Z;3.02.2025 12:08;2025-02-03 12:08:08.000;2025-02-03 12:08:08.000;
2025-02-16T09:18:07.143Z;16.02.2025 12:18;2025-02-16 12:18:05.000;2025-02-16 12:18:05.000;
2025-02-15T05:34:06.939Z;15.02.2025 08:34;2025-02-15 08:34:05.000;2025-02-15 08:34:05.000;
2025-02-07T16:07:00.998Z;7.02.2025 19:07;2025-02-07 19:06:44.000;2025-02-07 19:06:44.000;
2025-02-17T05:20:10.039Z;17.02.2025 08:29;2025-02-17 08:20:08.000;2025-02-17 08:20:08.000;
2025-02-16T11:16:19.173Z;16.02.2025 14:16;2025-02-16 14:16:18.000;2025-02-16 14:16:18.000;
2025-02-25T17:36:29.935Z;25.02.2025 20:36;2025-02-25 20:36:29.000;2025-02-25 20:36:29.000;
2025-02-20T17:32:07.767Z;20.02.2025 20:32;2025-02-20 20:32:07.000;2025-02-20 20:32:07.000;
2025-02-12T07:34:16.822Z;12.02.2025 10:34;2025-02-12 10:34:15.000;2025-02-12 10:34:15.000;
2025-02-07T19:47:47.101Z;7.02.2025 22:47;2025-02-07 22:47:45.000;2025-02-07 22:47:45.000;
2025-02-19T09:47:37.540Z;19.02.2025 12:47;2025-02-19 12:47:34.000;2025-02-19 12:47:34.000;
2025-02-21T17:36:52.703Z;21.02.2025 20:36;2025-02-21 20:36:51.000;2025-02-21 20:36:51.000;
2025-02-21T09:21:34.125Z;21.02.2025 12:21;2025-02-21 12:21:34.000;2025-02-21 12:21:34.000;
2025-02-22T20:52:03.095Z;22.02.2025 23:52;2025-02-22 23:52:02.000;2025-02-22 23:52:02.000;
2025-02-15T11:12:59.418Z;15.02.2025 14:12;2025-02-15 14:12:58.000;2025-02-15 14:12:58.000;
2025-02-07T17:42:03.347Z;7.02.2025 20:42;2025-02-07 20:42:02.000;2025-02-07 20:42:02.000;
2025-02-01T05:16:10.184Z;1.02.2025 08:16;2025-02-01 08:16:09.000;2025-02-01 08:16:09.000;
2025-02-13T21:56:53.064Z;14.02.2025 00:56;2025-02-14 00:56:48.000;2025-02-14 00:56:48.000;
2025-02-04T16:14:10.795Z;4.02.2025 19:14;2025-02-04 19:14:10.000;2025-02-04 19:14:10.000;
2025-02-04T10:13:14.902Z;4.02.2025 13:13;2025-02-04 13:13:14.000;2025-02-04 13:13:14.000;
2025-02-17T07:59:30.302Z;17.02.2025 10:59;2025-02-17 10:59:28.000;2025-02-17 10:59:28.000;
2025-02-21T08:23:36.500Z;21.02.2025 11:26;2025-02-21 11:23:34.000;2025-02-21 11:23:34.000;
2025-02-07T13:06:03.425Z;7.02.2025 16:06;2025-02-07 16:06:03.000;2025-02-07 16:06:03.000;
2025-02-25T08:17:01.952Z;25.02.2025 11:17;2025-02-25 11:17:01.000;2025-02-25 11:17:01.000;
2025-02-27T03:47:54.223Z;27.02.2025 06:47;2025-02-27 06:47:53.000;2025-02-27 06:47:53.000;
2025-02-22T07:25:20.381Z;22.02.2025 10:25;2025-02-22 10:25:19.000;2025-02-22 10:25:19.000;
2025-02-19T12:41:09.175Z;19.02.2025 15:41;2025-02-19 15:40:49.000;2025-02-19 15:40:49.000;
2025-02-17T06:10:40.157Z;17.02.2025 09:10;2025-02-17 09:10:40.000;2025-02-17 09:10:40.000;
2025-02-22T10:40:34.962Z;22.02.2025 13:40;22.02.2025 13:40;2025-02-22 13:40:35.000;
2025-02-05T13:40:20.042Z;2025-02-05 16:40:26.027;2025-02-05 16:40:19.000;2025-02-05 16:40:19.000;
2025-02-06T07:11:48.148Z;6.02.2025 10:11;2025-02-06 10:11:47.000;2025-02-06 10:11:47.000;
2025-02-04T11:15:10.911Z;4.02.2025 14:40;2025-02-04 14:15:10.000;2025-02-04 14:15:10.000;
2025-02-06T10:06:23.138Z;6.02.2025 13:06;2025-02-06 08:41:48.000;2025-02-06 08:41:48.000;
2025-02-11T04:37:16.507Z;11.02.2025 07:37;2025-02-11 07:37:15.000;2025-02-11 07:37:15.000;
2025-02-07T05:35:20.752Z;7.02.2025 08:35;2025-02-07 08:35:20.000;2025-02-07 08:35:20.000;
2025-02-24T03:47:25.837Z;2025-02-24 06:47:26.004;2025-02-24 06:47:23.000;2025-02-24 06:47:23.000;
2025-02-15T17:28:09.908Z;15.02.2025 20:28;15.02.2025 20:27;2025-02-15 20:28:09.000;
2025-02-26T11:32:37.850Z;26.02.2025 14:32;2025-02-26 14:32:37.000;2025-02-26 14:32:37.000;
2025-02-07T14:06:05.603Z;7.02.2025 17:06;2025-02-07 17:06:04.000;2025-02-07 17:06:04.000;
2025-02-20T09:20:11.369Z;20.02.2025 12:20;2025-02-20 12:20:11.000;2025-02-20 12:20:11.000;
2025-02-23T12:27:48.768Z;23.02.2025 15:27;2025-02-23 15:27:48.000;2025-02-23 15:27:48.000;
2025-02-27T11:32:31.782Z;27.02.2025 14:32;2025-02-27 14:32:30.000;2025-02-27 14:32:30.000;
2025-02-20T11:45:58.692Z;20.02.2025 14:45;2025-02-20 14:45:53.000;2025-02-20 14:45:53.000;
2025-02-14T16:47:36.469Z;14.02.2025 19:47;2025-02-14 19:47:36.000;2025-02-14 19:47:36.000;
2025-02-09T02:21:59.118Z;9.02.2025 05:21;2025-02-09 05:21:57.000;2025-02-09 05:21:57.000;
2025-02-11T06:46:08.866Z;11.02.2025 10:07;2025-02-11 09:46:08.000;2025-02-11 09:46:08.000;
2025-02-12T08:53:10.349Z;12.02.2025 11:53;2025-02-12 11:53:10.000;2025-02-12 11:53:10.000;
2025-02-24T19:25:14.680Z;24.02.2025 22:25;2025-02-24 22:25:14.000;2025-02-24 22:25:14.000;
2025-02-15T16:00:50.635Z;2025-02-15 19:00:51.084;2025-02-15 19:00:50.000;2025-02-15 19:00:50.000;
2025-02-07T14:38:12.460Z;7.02.2025 17:38;2025-02-07 17:38:06.000;2025-02-07 17:38:06.000;
2025-02-20T19:08:48.661Z;20.02.2025 22:11;2025-02-20 22:08:46.000;2025-02-20 22:08:46.000;
2025-02-12T05:21:40.879Z;12.02.2025 08:24;2025-02-12 08:21:36.000;2025-02-12 08:21:36.000;
2025-02-09T08:03:30.847Z;9.02.2025 11:03;2025-02-09 11:03:30.000;2025-02-09 11:03:30.000;
2025-02-25T13:12:33.326Z;25.02.2025 16:12;2025-02-25 16:12:32.000;2025-02-25 16:12:32.000;
2025-02-17T10:26:09.592Z;17.02.2025 13:27;2025-02-17 13:26:09.000;2025-02-17 13:26:09.000;
2025-02-22T13:30:20.273Z;22.02.2025 16:30;2025-02-22 16:30:19.000;2025-02-22 16:30:19.000;
2025-02-05T11:19:59.533Z;5.02.2025 14:20;2025-02-05 14:19:55.000;2025-02-05 14:19:55.000;
2025-02-24T12:25:42.039Z;24.02.2025 15:25;2025-02-24 15:25:41.000;2025-02-24 15:25:41.000;
2025-02-05T09:55:17.977Z;5.02.2025 12:55;2025-02-05 12:55:17.000;2025-02-05 12:55:17.000;
2025-02-28T05:01:12.545Z;28.02.2025 08:01;2025-02-28 08:01:12.000;2025-02-28 08:01:12.000;
2025-02-15T10:54:37.976Z;15.02.2025 13:54;2025-02-15 13:54:35.000;2025-02-15 13:54:35.000;
2025-02-20T19:45:49.753Z;2025-02-20 22:45:50.036;2025-02-20 22:45:48.000;2025-02-20 22:45:48.000;
2025-02-07T15:00:16.782Z;7.02.2025 18:00;2025-02-07 18:00:16.000;2025-02-07 18:00:16.000;
2025-02-04T12:14:25.043Z;4.02.2025 15:14;2025-02-04 15:14:24.000;2025-02-04 15:14:24.000;
2025-02-05T15:46:24.876Z;2025-02-05 18:46:25.060;2025-02-05 18:46:21.000;2025-02-05 18:46:21.000;
2025-02-01T11:25:32.626Z;1.02.2025 14:25;2025-02-01 14:25:31.000;2025-02-01 14:25:31.000;
2025-02-04T12:03:38.666Z;4.02.2025 15:03;2025-02-04 15:03:38.000;2025-02-04 15:03:38.000;
2025-02-01T05:44:30.907Z;1.02.2025 08:44;1.02.2025 08:44;2025-02-01 08:44:30.000;
2025-02-03T16:17:59.833Z;2025-02-03 19:18:00.001;2025-02-03 19:17:59.000;2025-02-03 19:17:59.000;
2025-02-04T07:43:42.022Z;4.02.2025 10:46;2025-02-04 10:43:41.000;2025-02-04 10:43:41.000;
2025-02-19T16:05:15.090Z;19.02.2025 19:05;19.02.2025 19:05;2025-02-19 19:05:14.000;
2025-02-28T08:23:11.637Z;28.02.2025 11:23;2025-02-28 11:23:11.000;2025-02-28 11:23:11.000;
2025-02-14T13:47:45.944Z;14.02.2025 16:47;2025-02-14 16:47:45.000;2025-02-14 16:47:45.000;
2025-02-28T03:52:19.289Z;28.02.2025 06:52;2025-02-28 06:52:19.000;2025-02-28 06:52:19.000;
2025-02-27T16:10:37.631Z;27.02.2025 19:10;2025-02-27 19:10:36.000;2025-02-27 19:10:36.000;
2025-02-24T20:12:17.019Z;24.02.2025 23:12;2025-02-24 23:12:16.000;2025-02-24 23:12:16.000;
2025-02-23T09:10:23.053Z;23.02.2025 12:10;2025-02-23 12:10:22.000;2025-02-23 12:10:22.000;
2025-02-24T12:10:52.143Z;24.02.2025 15:10;2025-02-24 15:10:50.000;2025-02-24 15:10:50.000;
2025-02-18T15:19:36.074Z;18.02.2025 18:19;2025-02-18 18:19:36.000;2025-02-18 18:19:36.000;
2025-02-20T09:03:31.735Z;20.02.2025 12:03;2025-02-20 12:03:30.000;2025-02-20 12:03:30.000;
2025-02-11T10:34:16.281Z;11.02.2025 13:35;2025-02-11 13:34:13.000;2025-02-11 13:34:13.000;
2025-02-19T13:01:55.602Z;19.02.2025 16:01;2025-02-19 16:01:55.000;2025-02-19 16:01:55.000;
2025-02-04T06:53:07.476Z;4.02.2025 09:53;2025-02-04 09:53:07.000;2025-02-04 09:53:07.000;
2025-02-15T11:55:25.312Z;15.02.2025 14:55;2025-02-15 14:55:23.000;2025-02-15 14:55:23.000;
2025-02-26T05:10:16.721Z;26.02.2025 08:37;2025-02-26 08:10:16.000;2025-02-26 08:10:16.000;
2025-02-21T16:29:09.660Z;21.02.2025 19:29;2025-02-21 19:29:09.000;2025-02-21 19:29:09.000;
2025-02-06T14:17:01.458Z;6.02.2025 17:17;2025-02-06 17:17:01.000;2025-02-06 17:17:01.000;
2025-02-26T07:35:32.425Z;26.02.2025 10:36;2025-02-26 10:35:30.000;2025-02-26 10:35:30.000;
2025-02-25T11:11:58.967Z;25.02.2025 14:11;2025-02-25 14:11:57.000;2025-02-25 14:11:57.000;
2025-02-11T15:34:19.487Z;11.02.2025 18:34;2025-02-11 18:34:18.000;2025-02-11 18:34:18.000;
2025-02-27T18:17:41.838Z;27.02.2025 21:17;27.02.2025 21:17;2025-02-27 21:17:42.000;
2025-02-25T13:46:25.773Z;25.02.2025 16:46;2025-02-25 16:46:25.000;2025-02-25 16:46:25.000;
2025-02-20T16:37:35.734Z;20.02.2025 19:37;2025-02-20 19:37:34.000;2025-02-20 19:37:34.000;
2025-02-27T17:53:13.693Z;27.02.2025 20:53;2025-02-27 20:53:13.000;2025-02-27 20:53:13.000;
2025-02-24T10:42:06.024Z;24.02.2025 13:42;2025-02-24 13:42:05.000;2025-02-24 13:42:05.000;
2025-02-14T08:55:18.608Z;2025-02-14 11:55:19.034;2025-02-14 11:55:18.000;2025-02-14 11:55:18.000;
2025-02-05T11:57:33.035Z;5.02.2025 14:57;2025-02-05 14:57:32.000;2025-02-05 14:57:32.000;
2025-02-20T05:46:15.506Z;2025-02-20 08:46:16.050;2025-02-20 08:46:15.000;2025-02-20 08:46:15.000;
2025-02-23T08:32:47.320Z;23.02.2025 11:32;2025-02-23 11:32:47.000;2025-02-23 11:32:47.000;
2025-02-18T16:17:59.668Z;18.02.2025 19:17;2025-02-18 19:17:59.000;2025-02-18 19:17:59.000;
2025-02-13T07:37:25.811Z;13.02.2025 10:37;2025-02-13 10:37:25.000;2025-02-13 10:37:25.000;
2025-02-01T21:04:51.575Z;2.02.2025 00:04;2025-02-02 00:04:51.000;2025-02-02 00:04:51.000;
2025-02-28T16:47:59.232Z;28.02.2025 19:47;2025-02-28 19:47:58.000;2025-02-28 19:47:58.000;
2025-02-03T11:01:21.501Z;3.02.2025 14:01;2025-02-03 14:01:11.000;2025-02-03 14:01:11.000;
2025-02-05T05:55:42.317Z;5.02.2025 08:55;2025-02-05 08:55:41.000;2025-02-05 08:55:41.000;
2025-02-06T05:35:22.317Z;6.02.2025 09:20;2025-02-06 08:35:21.000;2025-02-06 08:35:21.000;
2025-02-03T09:13:10.052Z;3.02.2025 12:13;2025-02-03 12:13:09.000;2025-02-03 12:13:09.000;
2025-02-27T15:38:30.759Z;27.02.2025 18:38;2025-02-27 18:38:30.000;2025-02-27 18:38:30.000;
2025-02-11T09:50:49.685Z;11.02.2025 12:50;2025-02-11 12:50:48.000;2025-02-11 12:50:48.000;
2025-02-06T21:11:37.870Z;7.02.2025 00:11;2025-02-07 00:11:37.000;2025-02-07 00:11:37.000;
2025-02-04T10:56:53.328Z;4.02.2025 13:56;2025-02-04 13:56:48.000;2025-02-04 13:56:48.000;
2025-02-19T06:52:21.261Z;19.02.2025 09:52;2025-02-19 09:52:20.000;2025-02-19 09:52:20.000;
2025-02-09T08:18:54.266Z;9.02.2025 11:18;2025-02-09 11:18:53.000;2025-02-09 11:18:53.000;
2025-02-05T11:37:40.785Z;5.02.2025 14:38;2025-02-05 14:37:36.000;2025-02-05 14:37:36.000;
2025-02-11T08:57:41.957Z;11.02.2025 11:57;2025-02-11 11:57:41.000;2025-02-11 11:57:41.000;
2025-02-19T13:25:53.295Z;19.02.2025 16:25;2025-02-19 16:25:51.000;2025-02-19 16:25:51.000;
2025-02-16T13:35:00.461Z;16.02.2025 16:35;2025-02-16 16:35:00.000;2025-02-16 16:35:00.000;
2025-02-21T08:55:51.745Z;21.02.2025 11:55;2025-02-21 11:55:51.000;2025-02-21 11:55:51.000;
2025-02-28T16:09:32.301Z;28.02.2025 19:09;2025-02-28 19:09:32.000;2025-02-28 19:09:32.000;
2025-02-13T06:28:59.994Z;13.02.2025 09:29;2025-02-13 09:28:55.000;2025-02-13 09:28:55.000;
2025-02-21T18:23:59.554Z;21.02.2025 21:23;2025-02-21 21:23:58.000;2025-02-21 21:23:58.000;
2025-02-24T14:34:22.592Z;24.02.2025 17:34;2025-02-24 17:34:20.000;2025-02-24 17:34:20.000;
2025-02-07T06:28:08.991Z;7.02.2025 09:28;2025-02-07 09:28:08.000;2025-02-07 09:28:08.000;
2025-02-03T14:11:39.745Z;3.02.2025 17:12;2025-02-03 17:11:39.000;2025-02-03 17:11:39.000;
2025-02-28T11:25:59.943Z;28.02.2025 14:26;2025-02-28 14:25:58.000;2025-02-28 14:25:58.000;
2025-02-07T11:44:08.930Z;7.02.2025 14:44;2025-02-07 14:44:08.000;2025-02-07 14:44:08.000;
2025-02-15T14:15:15.645Z;15.02.2025 17:15;2025-02-15 17:15:11.000;2025-02-15 17:15:11.000;
2025-02-12T10:11:36.082Z;12.02.2025 13:11;2025-02-12 13:11:35.000;2025-02-12 13:11:35.000;
2025-02-27T21:09:06.526Z;28.02.2025 00:09;2025-02-28 00:07:09.000;2025-02-28 00:07:09.000;
2025-02-01T06:35:06.085Z;1.02.2025 09:35;2025-02-01 09:35:06.000;2025-02-01 09:35:06.000;
2025-02-01T16:44:24.685Z;1.02.2025 19:44;2025-02-01 19:31:20.000;2025-02-01 19:31:20.000;
2025-02-16T14:15:15.365Z;16.02.2025 17:15;2025-02-16 17:15:14.000;2025-02-16 17:15:14.000;
2025-02-12T09:10:35.897Z;12.02.2025 12:10;2025-02-12 12:10:35.000;2025-02-12 12:10:35.000;
2025-02-18T09:20:47.415Z;2025-02-18 12:20:48.019;2025-02-18 12:20:47.000;2025-02-18 12:20:47.000;
2025-02-27T08:09:04.267Z;27.02.2025 11:09;2025-02-27 11:09:04.000;2025-02-27 11:09:04.000;
2025-02-23T20:02:21.806Z;23.02.2025 23:02;2025-02-23 23:02:18.000;2025-02-23 23:02:18.000;
2025-02-27T20:26:36.852Z;2025-02-27 23:26:37.018;2025-02-27 23:26:36.000;2025-02-27 23:26:36.000;
2025-02-24T18:13:47.449Z;24.02.2025 22:17;2025-02-24 21:04:46.000;2025-02-24 21:04:46.000;
2025-02-16T17:06:29.850Z;16.02.2025 20:06;2025-02-16 20:06:28.000;2025-02-16 20:06:28.000;
2025-02-05T11:46:06.004Z;2025-02-05 14:47:02.001;2025-02-05 14:46:00.000;2025-02-05 14:46:00.000;
2025-02-13T10:54:50.348Z;13.02.2025 13:54;2025-02-13 13:54:50.000;2025-02-13 13:54:50.000;
2025-02-28T10:35:53.065Z;28.02.2025 13:35;2025-02-28 13:35:53.000;2025-02-28 13:35:53.000;
2025-02-24T11:12:29.872Z;2025-02-24 14:12:30.045;2025-02-24 14:12:29.000;2025-02-24 14:12:29.000;
2025-02-15T13:54:01.962Z;15.02.2025 16:54;2025-02-15 16:53:30.000;2025-02-15 16:53:30.000;
2025-02-25T16:56:24.790Z;25.02.2025 19:56;2025-02-25 19:56:24.000;2025-02-25 19:56:24.000;
2025-02-23T14:26:48.876Z;2025-02-23 17:26:49.041;2025-02-23 17:26:47.000;2025-02-23 17:26:47.000;
2025-02-28T19:29:33.798Z;28.02.2025 22:29;2025-02-28 22:29:33.000;2025-02-28 22:29:33.000;
2025-02-06T15:45:50.915Z;6.02.2025 18:45;2025-02-06 18:45:50.000;2025-02-06 18:45:50.000;
2025-02-06T15:30:59.555Z;6.02.2025 18:30;2025-02-06 18:30:54.000;2025-02-06 18:30:54.000;
2025-02-13T08:47:06.289Z;13.02.2025 11:47;2025-02-13 11:47:06.000;2025-02-13 11:47:06.000;
2025-02-25T18:57:55.787Z;25.02.2025 21:57;2025-02-25 21:57:55.000;2025-02-25 21:57:55.000;
2025-02-14T09:17:50.857Z;14.02.2025 12:17;2025-02-14 12:17:50.000;2025-02-14 12:17:50.000;
2025-02-14T09:55:22.840Z;2025-02-14 12:55:23.099;2025-02-14 12:55:22.000;2025-02-14 12:55:22.000;
2025-02-17T04:51:24.423Z;17.02.2025 07:51;2025-02-17 07:51:21.000;2025-02-17 07:51:21.000;
2025-02-05T06:25:39.885Z;2025-02-05 09:25:40.056;2025-02-05 09:25:38.000;2025-02-05 09:25:38.000;
2025-02-04T06:04:47.359Z;4.02.2025 09:08;2025-02-04 09:04:47.000;2025-02-04 09:04:47.000;
2025-02-25T16:36:18.923Z;2025-02-25 19:36:19.097;2025-02-25 19:36:18.000;2025-02-25 19:36:18.000;
2025-02-24T17:34:54.732Z;24.02.2025 22:21;2025-02-24 20:34:42.000;2025-02-24 20:34:42.000;
2025-02-21T05:09:07.867Z;2025-02-21 08:09:08.019;2025-02-21 08:09:02.000;2025-02-21 08:09:02.000;
2025-02-19T05:06:11.038Z;19.02.2025 08:06;2025-02-19 08:05:37.000;2025-02-19 08:05:37.000;
2025-02-27T15:15:49.598Z;27.02.2025 18:15;2025-02-27 18:15:49.000;2025-02-27 18:15:49.000;
2025-02-07T05:33:51.643Z;7.02.2025 08:34;2025-02-07 08:33:51.000;2025-02-07 08:33:51.000;
2025-02-17T05:39:10.656Z;17.02.2025 08:51;2025-02-17 08:39:08.000;2025-02-17 08:39:08.000;
2025-02-04T05:35:34.480Z;4.02.2025 08:36;2025-02-04 08:35:33.000;2025-02-04 08:35:33.000;
2025-02-09T02:50:11.747Z;9.02.2025 05:50;2025-02-09 05:50:10.000;2025-02-09 05:50:10.000;
2025-02-07T06:04:18.950Z;7.02.2025 09:04;2025-02-07 09:04:17.000;2025-02-07 09:04:17.000;
2025-02-20T04:36:31.784Z;20.02.2025 07:36;2025-02-20 07:36:30.000;2025-02-20 07:36:30.000;
2025-02-21T12:53:15.189Z;21.02.2025 15:53;2025-02-21 15:53:14.000;2025-02-21 15:53:14.000;
2025-02-27T15:06:57.800Z;27.02.2025 18:06;2025-02-27 18:06:56.000;2025-02-27 18:06:56.000;
2025-02-16T06:32:02.335Z;16.02.2025 09:32;2025-02-16 09:32:02.000;2025-02-16 09:32:02.000;
2025-02-22T10:43:58.378Z;22.02.2025 13:43;2025-02-22 13:43:56.000;2025-02-22 13:43:56.000;
2025-02-26T19:29:00.482Z;26.02.2025 22:29;2025-02-26 22:29:00.000;2025-02-26 22:29:00.000;
2025-02-24T11:28:13.751Z;24.02.2025 14:28;2025-02-24 14:28:12.000;2025-02-24 14:28:12.000;
2025-02-18T15:53:47.672Z;18.02.2025 18:53;2025-02-18 18:53:44.000;2025-02-18 18:53:44.000;
2025-02-20T08:41:12.934Z;20.02.2025 11:41;2025-02-20 11:41:12.000;2025-02-20 11:41:12.000;
2025-02-15T09:52:46.182Z;15.02.2025 12:52;2025-02-15 12:52:45.000;2025-02-15 12:52:45.000;
2025-02-19T14:03:08.743Z;19.02.2025 17:03;2025-02-19 17:03:08.000;2025-02-19 17:03:08.000;
2025-02-09T14:54:19.477Z;9.02.2025 17:54;2025-02-09 17:54:18.000;2025-02-09 17:54:18.000;
2025-02-12T05:47:49.013Z;12.02.2025 08:47;2025-02-12 08:47:48.000;2025-02-12 08:47:48.000;
2025-02-18T05:23:46.013Z;18.02.2025 08:23;2025-02-18 08:23:32.000;2025-02-18 08:23:32.000;
2025-02-24T16:54:22.486Z;24.02.2025 19:54;2025-02-24 19:54:22.000;2025-02-24 19:54:22.000;
2025-02-07T14:50:10.351Z;7.02.2025 17:50;2025-02-07 17:50:09.000;2025-02-07 17:50:09.000;
2025-02-06T18:47:42.484Z;6.02.2025 21:47;2025-02-06 21:47:41.000;2025-02-06 21:47:41.000;
2025-02-12T14:07:53.203Z;12.02.2025 17:07;2025-02-12 17:07:52.000;2025-02-12 17:07:52.000;
2025-02-28T04:56:52.834Z;2025-02-28 07:56:53.034;2025-02-28 07:56:51.000;2025-02-28 07:56:51.000;
2025-02-27T17:51:08.570Z;27.02.2025 20:51;2025-02-27 20:51:06.000;2025-02-27 20:51:06.000;
2025-02-04T10:00:59.244Z;4.02.2025 13:00;2025-02-04 13:00:58.000;2025-02-04 13:00:58.000;
2025-02-11T06:40:11.110Z;2025-02-11 09:44:25.070;2025-02-11 09:40:10.000;2025-02-11 09:40:10.000;
2025-02-09T08:53:48.104Z;9.02.2025 11:53;2025-02-09 11:53:47.000;2025-02-09 11:53:47.000;
2025-02-12T07:52:48.685Z;12.02.2025 10:52;2025-02-12 10:52:47.000;2025-02-12 10:52:47.000;
2025-02-14T12:28:22.270Z;14.02.2025 15:28;2025-02-14 15:28:20.000;2025-02-14 15:28:20.000;
2025-02-14T14:05:34.005Z;14.02.2025 17:05;2025-02-14 17:05:32.000;2025-02-14 17:05:32.000;
2025-02-03T04:54:22.909Z;3.02.2025 07:54;2025-02-03 07:54:22.000;2025-02-03 07:54:22.000;
2025-02-17T11:17:12.891Z;17.02.2025 14:17;17.02.2025 14:17;2025-02-17 14:17:13.000;
2025-02-19T21:14:51.432Z;20.02.2025 00:14;2025-02-20 00:14:25.000;2025-02-20 00:14:25.000;
2025-02-12T09:22:20.405Z;12.02.2025 12:22;2025-02-12 12:22:19.000;2025-02-12 12:22:19.000;
2025-02-28T07:23:45.714Z;28.02.2025 10:23;2025-02-28 10:23:45.000;2025-02-28 10:23:45.000;
2025-02-13T14:14:05.183Z;13.02.2025 17:14;2025-02-13 17:14:04.000;2025-02-13 17:14:04.000;
2025-02-02T07:57:44.742Z;2.02.2025 10:57;2025-02-02 10:57:38.000;2025-02-02 10:57:38.000;
2025-02-11T07:53:37.354Z;11.02.2025 10:53;2025-02-11 10:53:37.000;2025-02-11 10:53:37.000;
2025-02-03T09:32:37.515Z;3.02.2025 12:32;3.02.2025 12:32;2025-02-03 15:32:23.000;
2025-02-08T13:18:48.241Z;8.02.2025 16:18;2025-02-08 16:18:46.000;2025-02-08 16:18:46.000;
2025-02-27T08:17:47.015Z;27.02.2025 11:17;2025-02-27 11:17:47.000;2025-02-27 11:17:47.000;
2025-02-01T10:58:46.558Z;1.02.2025 13:58;2025-02-01 13:58:46.000;2025-02-01 13:58:46.000;
2025-02-06T08:50:16.542Z;6.02.2025 11:50;2025-02-06 11:50:16.000;2025-02-06 11:50:16.000;
2025-02-01T08:56:13.310Z;1.02.2025 11:56;2025-02-01 11:56:12.000;2025-02-01 11:56:12.000;
2025-02-17T13:15:22.335Z;17.02.2025 16:15;2025-02-10 16:15:21.000;2025-02-10 16:15:21.000;
2025-02-27T04:05:32.915Z;2025-02-27 07:05:33.078;27.02.2025 07:05;2025-02-27 07:05:34.000;
2025-02-27T14:00:02.763Z;27.02.2025 17:00;2025-02-27 17:00:02.000;2025-02-27 17:00:02.000;
2025-02-20T17:19:28.367Z;20.02.2025 20:19;2025-02-20 20:19:27.000;2025-02-20 20:19:27.000;
2025-02-12T15:07:09.449Z;12.02.2025 18:07;2025-02-12 18:07:08.000;2025-02-12 18:07:08.000;
2025-02-19T05:56:19.640Z;19.02.2025 09:03;2025-02-19 08:56:19.000;2025-02-19 08:56:19.000;
2025-02-09T13:26:34.937Z;2025-02-09 16:26:35.086;9.02.2025 16:26;2025-02-09 16:26:35.000;
2025-02-28T07:06:09.631Z;28.02.2025 10:06;2025-02-28 10:06:08.000;2025-02-28 10:06:08.000;
2025-02-14T14:32:05.801Z;2025-02-14 17:32:06.038;2025-02-14 17:32:04.000;2025-02-14 17:32:04.000;
2025-02-21T08:21:49.379Z;21.02.2025 11:28;2025-02-21 11:21:48.000;2025-02-21 11:21:48.000;
2025-02-03T10:00:11.743Z;3.02.2025 13:00;2025-02-03 13:00:06.000;2025-02-03 13:00:06.000;
2025-02-09T15:20:26.228Z;9.02.2025 18:20;2025-02-09 18:20:25.000;2025-02-09 18:20:25.000;
